QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module
Q14524	NA	NA	NA	NA	TOPIRAMATE	Sodium channel alpha subunit blocker	BLOCKER	1996	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000428: Alcohol Drinking,D000437: Alcoholism,D001007: Anxiety,D001068: Feeding and Eating Disorders,D001714: Bipolar Disorder,D002032: Bulimia,D002189: Marijuana Abuse,D002545: Brain Ischemia,D003704: Dementia,D003866: Depressive Disorder,D003920: Diabetes Mellitus,D003924: Diabetes Mellitus, Type 2,D004827: Epilepsy,D004828: Epilepsies, Partial,D004830: Epilepsy, Tonic-Clonic,D005715: Gambling,D005879: Tourette Syndrome,D006261: Headache,D006949: Hyperlipidemias,D006973: Hypertension,D008107: Liver Diseases,D008881: Migraine Disorders,D009103: Multiple Sclerosis,D009765: Obesity,D009771: Obsessive-Compulsive Disorder,D010146: Pain,D010300: Parkinson Disease,D011218: Prader-Willi Syndrome,D012559: Schizophrenia,D012585: Sciatica,D012640: Seizures,D013313: Stress Disorders, Post-Traumatic,D014029: Tobacco Use Disorder,D015228: Hypertriglyceridemia,D016540: Smoking Cessation,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders,D020329: Essential Tremor,D024821: Metabolic Syndrome,D052018: Bulimia Nervosa,D060825: Cognitive Dysfunction,D065630: Hernias, Diaphragmatic, Congenital,D065768: Lennox Gastaut Syndrome	SCN5A	M5
Q14524	NA	NA	NA	NA	PHENYTOIN SODIUM	Sodium channel alpha subunit blocker	BLOCKER	1956	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	PROPOXYCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1982	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	MORICIZINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1990	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	INDECAINIDE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1989	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	ORPHENADRINE CITRATE	Sodium channel alpha subunit blocker	BLOCKER	1959	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D010146: Pain	SCN5A	M5
Q14524	NA	NA	NA	NA	LIDOCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1948	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000070636: Rotator Cuff Injuries,D000758: Anesthesia,D001416: Back Pain,D003920: Diabetes Mellitus,D006261: Headache,D006484: Hemorrhoids,D006973: Hypertension,D008113: Liver Neoplasms,D009369: Neoplasms,D010146: Pain,D010190: Pancreatic Neoplasms,D011247: Pregnancy,D011471: Prostatic Neoplasms,D011537: Pruritus,D014947: Wounds and Injuries,D052016: Mucositis	SCN5A	M5
Q14524	NA	NA	NA	NA	QUINIDINE GLUCONATE	Sodium channel alpha subunit blocker	BLOCKER	1950	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	MEPIVACAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1960	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	PROPARACAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1953	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	DYCLONINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1982	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	PRILOCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1965	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	ETIDOCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1976	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	MEXILETINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1985	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D010523: Peripheral Nervous System Diseases	SCN5A	M5
Q14524	NA	NA	NA	NA	DIBUCAINE HYDROCHLORIDE	Sodium channel protein type V alpha subunit blocker	BLOCKER	1982	CHEMBL1980	11480	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	BENOXINATE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1982	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	HEXYLCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1982	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	TOCAINIDE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1984	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	ARTICAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	2000	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	FLECAINIDE ACETATE	Sodium channel protein type V alpha subunit blocker	BLOCKER	1985	CHEMBL1980	11480	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001281: Atrial Fibrillation,D010146: Pain	SCN5A	M5
Q14524	NA	NA	NA	NA	PROCAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1954	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D015658: HIV Infections	SCN5A	M5
Q14524	NA	NA	NA	NA	DISOPYRAMIDE PHOSPHATE	Sodium channel alpha subunit blocker	BLOCKER	1977	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001281: Atrial Fibrillation,D006333: Heart Failure	SCN5A	M5
Q14524	NA	NA	NA	NA	PHENAZOPYRIDINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1987	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D014552: Urinary Tract Infections	SCN5A	M5
Q14524	NA	NA	NA	NA	ORPHENADRINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1957	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D010300: Parkinson Disease	SCN5A	M5
Q14524	NA	NA	NA	NA	PROPAFENONE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1989	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001281: Atrial Fibrillation,D006333: Heart Failure	SCN5A	M5
Q14524	NA	NA	NA	NA	QUINIDINE POLYGALACTURONATE	Sodium channel alpha subunit blocker	BLOCKER	1982	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001145: Arrhythmias, Cardiac	SCN5A	M5
Q14524	NA	NA	NA	NA	DRONEDARONE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	2009	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D001281: Atrial Fibrillation	SCN5A	M5
Q14524	NA	NA	NA	NA	RUFINAMIDE	Sodium channel alpha subunit blocker	BLOCKER	2008	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D004827: Epilepsy,D010146: Pain,D012640: Seizures,D065768: Lennox Gastaut Syndrome	SCN5A	M5
Q14524	NA	NA	NA	NA	TETRACAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	2016	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000758: Anesthesia	SCN5A	M5
Q14524	NA	NA	NA	NA	ROPIVACAINE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1996	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D006258: Head and Neck Neoplasms,D006552: Hernia, Inguinal,D010003: Osteoarthritis,D010146: Pain,D050723: Fractures, Bone,D059787: Acute Pain	SCN5A	M5
Q14524	NA	NA	NA	NA	ENCAINIDE HYDROCHLORIDE	Sodium channel alpha subunit blocker	BLOCKER	1986	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	NA	SCN5A	M5
Q14524	NA	NA	NA	NA	QUINIDINE SULFATE	Sodium channel alpha subunit blocker	BLOCKER	1962	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D001321: Autistic Disorder	SCN5A	M5
Q14524	NA	NA	NA	NA	CENOBAMATE	Sodium channel alpha subunit inhibitor	INHIBITOR	2020	CHEMBL2331043	105639	Q14524	Sodium channel protein type 5 subunit alpha	Homo sapiens	D004827: Epilepsy,D004828: Epilepsies, Partial,D008107: Liver Diseases,D012640: Seizures	SCN5A	M5
P47872	NA	NA	NA	NA	SECRETIN SYNTHETIC HUMAN	Secretin receptor agonist	AGONIST	2004	CHEMBL1925	147	P47872	Secretin receptor	Homo sapiens	D001321: Autistic Disorder,D009771: Obsessive-Compulsive Disorder	SCTR	M5
P47872	NA	NA	NA	NA	SECRETIN SYNTHETIC PORCINE	Secretin receptor agonist	AGONIST	2002	CHEMBL1925	147	P47872	Secretin receptor	Homo sapiens	D001321: Autistic Disorder	SCTR	M5
P47872	NA	NA	NA	NA	SECRETIN	Secretin receptor agonist	AGONIST	2002	CHEMBL1925	147	P47872	Secretin receptor	Homo sapiens	D001321: Autistic Disorder,D004415: Dyspepsia,D009765: Obesity,D010195: Pancreatitis,D012559: Schizophrenia,D050500: Pancreatitis, Chronic	SCTR	M5
P12821	NA	NA	NA	NA	RAMIPRIL	Angiotensin-converting enzyme inhibitor	INHIBITOR	1991	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D000419: Albuminuria,D001172: Arthritis, Rheumatoid,D001281: Atrial Fibrillation,D001282: Atrial Flutter,D001943: Breast Neoplasms,D002318: Cardiovascular Diseases,D003324: Coronary Artery Disease,D003327: Coronary Disease,D003920: Diabetes Mellitus,D003922: Diabetes Mellitus, Type 1,D003924: Diabetes Mellitus, Type 2,D003928: Diabetic Nephropathies,D005921: Glomerulonephritis,D006331: Heart Diseases,D006333: Heart Failure,D006937: Hypercholesterolemia,D006973: Hypertension,D007674: Kidney Diseases,D008180: Lupus Erythematosus, Systemic,D008659: Metabolic Diseases,D009203: Myocardial Infarction,D017202: Myocardial Ischemia,D018149: Glucose Intolerance,D024821: Metabolic Syndrome,D045169: Severe Acute Respiratory Syndrome,D050197: Atherosclerosis,D051436: Renal Insufficiency, Chronic	ACE	M5
P12821	NA	NA	NA	NA	LISINOPRIL	Angiotensin-converting enzyme inhibitor	INHIBITOR	1987	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D002318: Cardiovascular Diseases,D006333: Heart Failure,D006973: Hypertension,D009203: Myocardial Infarction	ACE	M5
P12821	NA	NA	NA	NA	TRANDOLAPRIL	Angiotensin-converting enzyme inhibitor	INHIBITOR	1996	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D002318: Cardiovascular Diseases,D006333: Heart Failure,D006973: Hypertension	ACE	M5
P12821	NA	NA	NA	NA	CAPTOPRIL	Angiotensin-converting enzyme inhibitor	INHIBITOR	1981	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D002318: Cardiovascular Diseases,D003924: Diabetes Mellitus, Type 2,D003928: Diabetic Nephropathies,D003930: Diabetic Retinopathy,D005909: Glioblastoma,D006331: Heart Diseases,D006333: Heart Failure,D006973: Hypertension,D006976: Hypertension, Pulmonary,D009203: Myocardial Infarction,D009369: Neoplasms,D011014: Pneumonia,D018487: Ventricular Dysfunction, Left,D045169: Severe Acute Respiratory Syndrome	ACE	M5
P12821	NA	NA	NA	NA	BENAZEPRIL HYDROCHLORIDE	Angiotensin-converting enzyme inhibitor	INHIBITOR	1991	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D006973: Hypertension,D007674: Kidney Diseases,D007863: Lecithin Cholesterol Acyltransferase Deficiency	ACE	M5
P12821	NA	NA	NA	NA	PERINDOPRIL ERBUMINE	Angiotensin-converting enzyme inhibitor	INHIBITOR	1993	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D000075222: Essential Hypertension,D003324: Coronary Artery Disease,D006973: Hypertension	ACE	M5
P12821	NA	NA	NA	NA	MOEXIPRIL HYDROCHLORIDE	Angiotensin-converting enzyme inhibitor	INHIBITOR	1995	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D006973: Hypertension	ACE	M5
P12821	NA	NA	NA	NA	ENALAPRIL MALEATE	Angiotensin-converting enzyme inhibitor	INHIBITOR	1985	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D001172: Arthritis, Rheumatoid,D002543: Cerebral Hemorrhage,D006973: Hypertension,D011225: Pre-Eclampsia,D011507: Proteinuria,D018487: Ventricular Dysfunction, Left	ACE	M5
P12821	NA	NA	NA	NA	SPIRAPRIL HYDROCHLORIDE	Angiotensin-converting enzyme inhibitor	INHIBITOR	1994	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	NA	ACE	M5
P12821	NA	NA	NA	NA	QUINAPRIL HYDROCHLORIDE	Angiotensin-converting enzyme inhibitor	INHIBITOR	1991	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D006973: Hypertension	ACE	M5
P12821	NA	NA	NA	NA	FOSINOPRIL SODIUM	Angiotensin-converting enzyme inhibitor	INHIBITOR	1991	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D006973: Hypertension	ACE	M5
P12821	NA	NA	NA	NA	PERINDOPRIL ARGININE	Angiotensin-converting enzyme inhibitor	INHIBITOR	2015	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D006973: Hypertension	ACE	M5
P12821	NA	NA	NA	NA	ENALAPRILAT	Angiotensin-converting enzyme inhibitor	INHIBITOR	1988	CHEMBL1808	69	P12821	Angiotensin-converting enzyme	Homo sapiens	D002311: Cardiomyopathy, Dilated,D006973: Hypertension	ACE	M5
P41595	NA	NA	NA	NA	AMISULPRIDE	Serotonin (5-HT) receptor antagonist	ANTAGONIST	2020	CHEMBL2096904	104841	P41595	5-hydroxytryptamine receptor 2B	Homo sapiens	D000856: Anorexia Nervosa,D001007: Anxiety,D001714: Bipolar Disorder,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D009325: Nausea,D009771: Obsessive-Compulsive Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia,D020250: Postoperative Nausea and Vomiting	HTR2B	M5
P41595	NA	NA	NA	NA	METHYLERGONOVINE MALEATE	Serotonin 2b (5-HT2b) receptor partial agonist	PARTIAL AGONIST	1946	CHEMBL1833	227	P41595	5-hydroxytryptamine receptor 2B	Homo sapiens	D006470: Hemorrhage	HTR2B	M5
P41595	NA	NA	NA	NA	METHYSERGIDE MALEATE	Serotonin 2b (5-HT2b) receptor antagonist	ANTAGONIST	1962	CHEMBL1833	227	P41595	5-hydroxytryptamine receptor 2B	Homo sapiens	NA	HTR2B	M5
P17980	NA	NA	NA	NA	BORTEZOMIB	26S proteosome inhibitor	INHIBITOR	2003	CHEMBL2364701	106197	P17980	26S proteasome regulatory subunit 6A	Homo sapiens	D000075122: Smoldering Multiple Myeloma,D000077192: Adenocarcinoma of Lung,D000686: Amyloidosis,D000754: Anemia, Refractory, with Excess of Blasts,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D001989: Bronchiolitis Obliterans,D002051: Burkitt Lymphoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003528: Carcinoma, Adenoid Cystic,D004672: Encephalitis, Japanese,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005871: Castleman Disease,D005909: Glioblastoma,D005910: Glioma,D006086: Graft vs Host Disease,D006258: Head and Neck Neoplasms,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D007119: Immunoblastic Lymphadenopathy,D007154: Immune System Diseases,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008175: Lung Neoplasms,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008232: Lymphoproliferative Disorders,D008258: Waldenstrom Macroglobulinemia,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009136: Muscular Dystrophies,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009303: Nasopharyngeal Neoplasms,D009369: Neoplasms,D009447: Neuroblastoma,D009471: Neuromyelitis Optica,D009837: Oligodendroglioma,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D010954: Plasmacytoma,D011471: Prostatic Neoplasms,D012010: Red-Cell Aplasia, Pure,D012509: Sarcoma,D012751: Sezary Syndrome,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D014511: Uremia,D014516: Ureteral Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015459: Leukemia-Lymphoma, Adult T-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015473: Leukemia, Promyelocytic, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D016483: Lymphoma, AIDS-Related,D016543: Central Nervous System Neoplasms,D016553: Purpura, Thrombocytopenic, Idiopathic,D017728: Lymphoma, Large-Cell, Anaplastic,D018263: Adenocarcinoma, Follicular,D018276: Carcinoma, Medullary,D018281: Cholangiocarcinoma,D018316: Gliosarcoma,D018442: Lymphoma, B-Cell, Marginal Zone,D019337: Hematologic Neoplasms,D020522: Lymphoma, Mantle-Cell,D021441: Carcinoma, Pancreatic Ductal,D023981: Sarcoma, Myeloid,D028226: Amyloidosis, Familial,D051436: Renal Insufficiency, Chronic,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D064129: Prostatic Neoplasms, Castration-Resistant	PSMC3	M5
P17980	NA	NA	NA	NA	CARFILZOMIB	26S proteosome inhibitor	INHIBITOR	2009	CHEMBL2364701	106197	P17980	26S proteasome regulatory subunit 6A	Homo sapiens	D000686: Amyloidosis,D006086: Graft vs Host Disease,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008258: Waldenstrom Macroglobulinemia,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009369: Neoplasms,D010954: Plasmacytoma,D012751: Sezary Syndrome,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015463: Leukemia, Prolymphocytic,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D018278: Carcinoma, Neuroendocrine,D020522: Lymphoma, Mantle-Cell,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	PSMC3	M5
P17980	NA	NA	NA	NA	IXAZOMIB CITRATE	26S proteosome inhibitor	INHIBITOR	2015	CHEMBL2364701	106197	P17980	26S proteasome regulatory subunit 6A	Homo sapiens	D001943: Breast Neoplasms,D005909: Glioblastoma,D006086: Graft vs Host Disease,D007952: Leukemia, Plasma Cell,D008223: Lymphoma,D008258: Waldenstrom Macroglobulinemia,D009101: Multiple Myeloma,D009369: Neoplasms,D010954: Plasmacytoma,D012514: Sarcoma, Kaposi,D015470: Leukemia, Myeloid, Acute,D020522: Lymphoma, Mantle-Cell,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma	PSMC3	M5
P28072	NA	NA	NA	NA	BORTEZOMIB	26S proteosome inhibitor	INHIBITOR	2003	CHEMBL2364701	106197	P28072	Proteasome subunit beta type-6	Homo sapiens	D000075122: Smoldering Multiple Myeloma,D000077192: Adenocarcinoma of Lung,D000686: Amyloidosis,D000754: Anemia, Refractory, with Excess of Blasts,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D001989: Bronchiolitis Obliterans,D002051: Burkitt Lymphoma,D002282: Adenocarcinoma, Bronchiolo-Alveolar,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D002583: Uterine Cervical Neoplasms,D003528: Carcinoma, Adenoid Cystic,D004672: Encephalitis, Japanese,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005871: Castleman Disease,D005909: Glioblastoma,D005910: Glioma,D006086: Graft vs Host Disease,D006258: Head and Neck Neoplasms,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D007119: Immunoblastic Lymphadenopathy,D007154: Immune System Diseases,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008175: Lung Neoplasms,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008232: Lymphoproliferative Disorders,D008258: Waldenstrom Macroglobulinemia,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009136: Muscular Dystrophies,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009303: Nasopharyngeal Neoplasms,D009369: Neoplasms,D009447: Neuroblastoma,D009471: Neuromyelitis Optica,D009837: Oligodendroglioma,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D010954: Plasmacytoma,D011471: Prostatic Neoplasms,D012010: Red-Cell Aplasia, Pure,D012509: Sarcoma,D012751: Sezary Syndrome,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D014511: Uremia,D014516: Ureteral Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015459: Leukemia-Lymphoma, Adult T-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015473: Leukemia, Promyelocytic, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D016483: Lymphoma, AIDS-Related,D016543: Central Nervous System Neoplasms,D016553: Purpura, Thrombocytopenic, Idiopathic,D017728: Lymphoma, Large-Cell, Anaplastic,D018263: Adenocarcinoma, Follicular,D018276: Carcinoma, Medullary,D018281: Cholangiocarcinoma,D018316: Gliosarcoma,D018442: Lymphoma, B-Cell, Marginal Zone,D019337: Hematologic Neoplasms,D020522: Lymphoma, Mantle-Cell,D021441: Carcinoma, Pancreatic Ductal,D023981: Sarcoma, Myeloid,D028226: Amyloidosis, Familial,D051436: Renal Insufficiency, Chronic,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D064129: Prostatic Neoplasms, Castration-Resistant	PSMB6	M5
P28072	NA	NA	NA	NA	CARFILZOMIB	26S proteosome inhibitor	INHIBITOR	2009	CHEMBL2364701	106197	P28072	Proteasome subunit beta type-6	Homo sapiens	D000686: Amyloidosis,D006086: Graft vs Host Disease,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007952: Leukemia, Plasma Cell,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008258: Waldenstrom Macroglobulinemia,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009369: Neoplasms,D010954: Plasmacytoma,D012751: Sezary Syndrome,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015463: Leukemia, Prolymphocytic,D016403: Lymphoma, Large B-Cell, Diffuse,D016411: Lymphoma, T-Cell, Peripheral,D018278: Carcinoma, Neuroendocrine,D020522: Lymphoma, Mantle-Cell,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	PSMB6	M5
